idComercializacion,CodigoCotizacion,ClienteId,Cliente,LiderComercial,FechaInicio,ValorVenta,ValorCotizacion,NumeroEstados,EsSENCE
23951,CAL222498,131,CONTITECH CHILE S.A,kriquelme@insecap.cl,14/03/2025,1023216,1023216,2,0
23953,CAL222499-2,246,METSO,mcarvajal@insecap.cl,13/03/2025,896000,896000,2,0
23954,CAL222500-3,246,METSO,mcarvajal@insecap.cl,13/03/2025,168000,168000,2,0
23962,ANT222501-1,232,LIEBHERR,chervera@insecap.cl,14/03/2025,345000,345000,2,0
23970,CAL222502-3,246,METSO,mcarvajal@insecap.cl,17/03/2025,675000,675000,2,0
23963,ANT222503-1,246,METSO,mcarvajal@insecap.cl,17/03/2025,520000,520000,3,1
23966,ADI222508-1,246,METSO,mcarvajal@insecap.cl,15/03/2025,3600000,3600000,4,0
23967,ADI222509-2,246,METSO,mcarvajal@insecap.cl,15/03/2025,500000,500000,2,0
23968,ADI222510-4,548,Metso Industrial Services SpA,mcarvajal@insecap.cl,14/03/2025,300000,300000,2,0
23972,CAL222511,200,ICV,chervera@insecap.cl,15/03/2025,30000,30000,2,0
23971,CAL222512,482,SOTRASER S.A,mcarvajal@insecap.cl,14/03/2025,160000,160000,2,0
23974,CAL222519-1,246,METSO,mcarvajal@insecap.cl,14/03/2025,75000,75000,2,0
23975,ANT222522-5,251,MINERA SPENCE S.A.,chervera@insecap.cl,26/03/2025,6204000,6204000,2,0
23979,ANT222525,1011,Transbuild SPA.,chervera@insecap.cl,14/03/2025,120000,120000,2,0
23983,ANT222527-2,134,CONYMET,chervera@insecap.cl,14/03/2025,560000,560000,2,0
23981,ANT222530-1,172,FINNING,chervera@insecap.cl,15/03/2025,803400,803400,2,0
23982,ANT222535-2,259,MPM,chervera@insecap.cl,16/03/2025,417000,417000,2,0
23980,ANT222536-1,259,MPM,chervera@insecap.cl,15/03/2025,495000,495000,2,0
23990,ANT222537-2,259,MPM,chervera@insecap.cl,17/03/2025,294000,294000,2,0
23991,ANT222538-3,259,MPM,chervera@insecap.cl,17/03/2025,287000,287000,2,0
23992,ANT222540-3,259,MPM,chervera@insecap.cl,15/03/2025,273500,273500,2,0
23984,ANT222539,683,Minera Lomas Bayas,mcarvajal@insecap.cl,15/03/2025,135000,135000,2,0
23993,ANT222541-1,259,MPM,chervera@insecap.cl,15/03/2025,273500,273500,2,0
23994,ANT222542-1,259,MPM,chervera@insecap.cl,16/03/2025,273500,273500,2,0
23995,ANT222543-4,259,MPM,chervera@insecap.cl,16/03/2025,270000,270000,2,0
24029,CAL222560-2,172,FINNING,chervera@insecap.cl,26/03/2025,618000,618000,2,0
24001,CAL222528-1,405,FCAB,mcarvajal@insecap.cl,19/03/2025,270000,270000,2,0
24030,CAL222561-3,172,FINNING,chervera@insecap.cl,27/03/2025,568000,568000,2,0
24002,ANT222563,1028,SANDVIK CHLE ,chervera@insecap.cl,24/03/2025,640200,640200,1,0
24003,CAL222566-5,246,METSO,mcarvajal@insecap.cl,17/03/2025,168000,168000,2,0
24004,CAL222567,856,CONSORCIO VOB,mcarvajal@insecap.cl,18/03/2025,120000,120000,2,0
24005,CAL222568,856,CONSORCIO VOB,mcarvajal@insecap.cl,18/03/2025,120000,120000,2,0
24006,CAL222569-1,856,CONSORCIO VOB,mcarvajal@insecap.cl,18/03/2025,80000,80000,2,0
24007,CAL222570-3,482,SOTRASER S.A,mcarvajal@insecap.cl,17/03/2025,140000,140000,2,0
24012,CAL222571-1,246,METSO,mcarvajal@insecap.cl,19/03/2025,160000,160000,2,0
24014,CAL222572-1,856,CONSORCIO VOB,mcarvajal@insecap.cl,18/03/2025,280000,280000,2,0
24022,CAL222573,226,KOMATSU CHILE S.A,chervera@insecap.cl,17/03/2025,1250000,1250000,2,0
24015,CAL222574-1,856,CONSORCIO VOB,mcarvajal@insecap.cl,19/03/2025,330000,330000,2,0
24016,CAL222575,856,CONSORCIO VOB,mcarvajal@insecap.cl,28/03/2025,280000,280000,2,0
24017,CAL222576,856,CONSORCIO VOB,mcarvajal@insecap.cl,31/03/2025,280000,280000,2,0
24010,ANT222578-3,172,FINNING,chervera@insecap.cl,18/03/2025,435200,435200,2,0
24025,CAL222585,246,METSO,mcarvajal@insecap.cl,18/03/2025,320000,320000,2,0
24020,CAL222589-1,514,MARTINIC,mcarvajal@insecap.cl,18/03/2025,455000,455000,2,0
24038,CAL222591,283,PYC,chervera@insecap.cl,18/03/2025,80000,80000,2,0
24021,CAL222590-1,514,MARTINIC,mcarvajal@insecap.cl,18/03/2025,840000,840000,2,0
24045,ANT222592-3,968,Paramount Gruas S.A.,chervera@insecap.cl,19/03/2025,987000,987000,2,0
24096,ANT222594-6,259,MPM,chervera@insecap.cl,26/03/2025,403500,403500,2,0
24097,ANT222595-5,259,MPM,chervera@insecap.cl,27/03/2025,485000,485000,2,0
24098,ANT222596-5,259,MPM,chervera@insecap.cl,28/03/2025,343500,343500,2,0
24083,ANT222597-3,200,ICV,chervera@insecap.cl,20/03/2025,80000,80000,2,0
24028,ANT222598-2,223,KOMATSU CHILE S.A,chervera@insecap.cl,19/03/2025,990200,990200,2,0
24044,CAL222603-1,1179,Strabag-edilmac Desarrollos Verticales Spa,shenriquez@insecap.cl,19/03/2025,636000,636000,2,0
24026,CAL222607-1,856,CONSORCIO VOB,mcarvajal@insecap.cl,20/03/2025,120000,120000,2,0
24035,ADI222621-1,246,METSO,mcarvajal@insecap.cl,18/03/2025,300000,300000,2,0
24052,ANT222622-1,259,MPM,chervera@insecap.cl,19/03/2025,516000,516000,2,0
24053,ANT222623-4,259,MPM,chervera@insecap.cl,19/03/2025,293500,293500,2,0
24082,ANT222624-3,964,FLUITEK MARCO SPA,mcarvajal@insecap.cl,24/03/2025,452000,452000,4,0
24043,ANT222625,1092,AMECO CHILE S.A,mcarvajal@insecap.cl,18/03/2025,120000,120000,2,0
24046,ANT222630-2,1092,AMECO CHILE S.A,mcarvajal@insecap.cl,20/03/2025,240000,240000,2,0
24048,ANT222631-2,1092,AMECO CHILE S.A,mcarvajal@insecap.cl,19/03/2025,480000,480000,2,0
24050,CAL222632-1,482,SOTRASER S.A,mcarvajal@insecap.cl,18/03/2025,245000,245000,2,0
24067,ANT222636-1,259,MPM,chervera@insecap.cl,28/03/2025,293500,293500,2,0
24137,CAL222637-3,282,Syncore Montajes Industriales,chervera@insecap.cl,22/03/2025,150000,150000,2,0
24055,CAL222638-1,282,Syncore Montajes Industriales,chervera@insecap.cl,19/03/2025,168000,168000,1,0
24056,CAL222639-1,282,Syncore Montajes Industriales,chervera@insecap.cl,19/03/2025,160000,160000,1,0
24057,ANT222640-2,282,Syncore Montajes Industriales,chervera@insecap.cl,19/03/2025,1204000,1204000,1,0
24058,ANT222641-2,282,Syncore Montajes Industriales,chervera@insecap.cl,19/03/2025,700000,700000,1,0
24059,CAL222642-2,282,Syncore Montajes Industriales,chervera@insecap.cl,19/03/2025,1428000,1428000,1,0
24060,ANT222643-3,282,Syncore Montajes Industriales,chervera@insecap.cl,19/03/2025,1232000,1232000,1,0
24061,CAL222645-3,282,Syncore Montajes Industriales,chervera@insecap.cl,19/03/2025,364000,364000,2,0
24062,ANT222646-3,282,Syncore Montajes Industriales,chervera@insecap.cl,19/03/2025,252000,252000,2,0
24063,CAL222647-3,282,Syncore Montajes Industriales,chervera@insecap.cl,19/03/2025,336000,336000,2,0
24064,CAL222648-4,282,Syncore Montajes Industriales,chervera@insecap.cl,19/03/2025,90000,90000,2,0
24169,CAL222651-1,226,KOMATSU CHILE S.A,chervera@insecap.cl,24/03/2025,446000,446000,1,0
24065,CAL222655-2,548,METSO,mcarvajal@insecap.cl,24/03/2025,160000,160000,2,0
24113,CAL222664-3,200,ICV,chervera@insecap.cl,20/03/2025,908000,908000,2,0
24086,ANT222661,259,MPM,chervera@insecap.cl,20/03/2025,3000000,3000000,2,0
24264,CAL222665-1,1088,CONFIPETROL,mcarvajal@insecap.cl,27/03/2025,180000,180000,2,0
24265,CAL222666-1,1088,CONFIPETROL,mcarvajal@insecap.cl,27/03/2025,180000,180000,2,0
24070,ANT222668-4,246,METSO,mcarvajal@insecap.cl,19/03/2025,28000,28000,3,0
24092,ANT222669-1,1569,Arrigoni Ingeniería y Construcción S.A.,shenriquez@insecap.cl,21/03/2025,1162143,1162143,3,0
24081,CAL222670-1,1028,SANDVIK CHLE ,chervera@insecap.cl,24/03/2025,577401,577401,1,0
24249,CAL222673-3,565,Emin,mcarvajal@insecap.cl,27/03/2025,920000,920000,2,0
24250,CAL222675-1,565,Emin,mcarvajal@insecap.cl,27/03/2025,920000,920000,2,0
24188,CAL222676,494,VECCHIOLA,mcarvajal@insecap.cl,25/03/2025,140000,140000,2,0
24158,CAL222677-1,565,Emin,mcarvajal@insecap.cl,24/03/2025,40000,40000,2,0
24091,CAL222679,548,METSO,mcarvajal@insecap.cl,21/03/2025,75000,75000,2,0
24074,ANT222680-1,683,Minera Lomas Bayas,mcarvajal@insecap.cl,21/03/2025,804000,804000,2,0
24076,ANT222682,683,Minera Lomas Bayas,mcarvajal@insecap.cl,22/03/2025,804000,804000,2,0
24077,CAL222689-1,559,R&Q Ingeniería S.A. ,mcarvajal@insecap.cl,22/03/2025,400000,400000,2,0
24078,CAL222690-1,559,R&Q Ingeniería S.A. ,mcarvajal@insecap.cl,22/03/2025,400000,400000,2,0
24079,ANT222693-1,683,Minera Lomas Bayas,mcarvajal@insecap.cl,21/03/2025,565000,565000,2,0
24236,ANT222694-1,953,WORLEY INGENIERÍA Y CONSTRUCCIÓN S.A.,chervera@insecap.cl,27/03/2025,60000,60000,2,0
24104,CAL222695,246,METSO,mcarvajal@insecap.cl,24/03/2025,160000,160000,2,0
24119,CAL222697-1,172,FINNING,mcarvajal@insecap.cl,20/03/2025,180000,180000,2,0
24085,ANT222700-1,200,ICV,chervera@insecap.cl,20/03/2025,400000,400000,2,0
24193,CAL222709-4,337,TECHINT CHILE S.A.,chervera@insecap.cl,26/03/2025,1176000,1176000,3,1
24110,ANT222714-1,386,AKASA SPA,chervera@insecap.cl,20/03/2025,180000,180000,2,0
24109,ANT222715,386,AKASA SPA,chervera@insecap.cl,20/03/2025,45000,45000,2,0
24108,ANT222716,386,AKASA SPA,chervera@insecap.cl,20/03/2025,45000,45000,2,0
24111,ANT222719-1,386,AKASA SPA,chervera@insecap.cl,20/03/2025,495000,495000,2,0
24112,ANT222720-2,386,AKASA SPA,chervera@insecap.cl,20/03/2025,90000,90000,2,0
24103,CAL222723-1,548,METSO,mcarvajal@insecap.cl,24/03/2025,75000,75000,2,0
24121,ANT222724-1,1698,Promec Chile Spa,shenriquez@insecap.cl,21/03/2025,46875,46875,2,0
24100,ANT222727-1,232,LIEBHERR,chervera@insecap.cl,28/03/2025,596000,596000,2,0
24235,ANT222730-1,953,WORLEY INGENIERÍA Y CONSTRUCCIÓN S.A.,chervera@insecap.cl,26/03/2025,36000,36000,2,0
24207,ANT222731-2,383,VERTICE CONSTRUCCIONES S.A.,projas@insecap.cl,31/03/2025,420000,420000,2,0
24101,ANT222734,1673,Servicio De Refrigeración Aire Acondicionado Celsius Clima Ltda,chervera@insecap.cl,20/03/2025,50000,50000,2,0
24105,CAL222735-1,246,METSO,mcarvajal@insecap.cl,24/03/2025,160000,160000,2,0
24106,CAL222736,246,METSO,mcarvajal@insecap.cl,25/03/2025,160000,160000,2,0
24107,CAL222737-1,265,New Tech Copper S.P.A.,chervera@insecap.cl,31/03/2025,1260000,1260000,2,0
24122,CAL222741,246,METSO,mcarvajal@insecap.cl,21/03/2025,28000,28000,2,0
24123,CAL222742-2,246,METSO,mcarvajal@insecap.cl,21/03/2025,28000,28000,2,0
24124,CAL222743-1,246,METSO,mcarvajal@insecap.cl,21/03/2025,28000,28000,2,0
24114,ANT222748,1092,AMECO CHILE S.A,mcarvajal@insecap.cl,19/03/2025,120000,120000,2,0
24115,ANT222749-1,282,Syncore Montajes Industriales,chervera@insecap.cl,20/03/2025,30000,30000,1,0
24116,ADI222750-2,548,Metso Industrial Services SpA,mcarvajal@insecap.cl,21/03/2025,1800000,1800000,2,0
24117,ADI222751-2,246,METSO,mcarvajal@insecap.cl,20/03/2025,135000,135000,2,0
24156,CAL222753-4,1517,Repreind Spa,chervera@insecap.cl,26/03/2025,1004200,1004200,2,0
24155,CAL222755,1517,Repreind Spa,chervera@insecap.cl,21/03/2025,614200,614200,2,0
24154,CAL222756-2,1517,Repreind Spa,chervera@insecap.cl,21/03/2025,584290,584290,2,0
24143,CAL222757-4,421,CONSTRUCTORA BAICAL,chervera@insecap.cl,22/03/2025,811200,811200,2,0
24120,ANT222758-1,1092,AMECO CHILE S.A,mcarvajal@insecap.cl,20/03/2025,120000,120000,1,0
24130,ANT222759-1,259,MPM,chervera@insecap.cl,23/03/2025,1186000,1186000,2,0
24131,ANT222760-2,259,MPM,chervera@insecap.cl,24/03/2025,582000,582000,2,0
24204,ANT222761-1,834,TTM CHILE S.A.,chervera@insecap.cl,27/03/2025,240000,240000,2,0
24162,CAL222766-1,226,KOMATSU CHILE S.A,mcarvajal@insecap.cl,21/03/2025,300000,300000,1,0
24163,CAL222767-1,226,KOMATSU CHILE S.A,mcarvajal@insecap.cl,21/03/2025,300000,300000,1,0
24150,ANT222768,386,AKASA SPA,chervera@insecap.cl,21/03/2025,45000,45000,2,0
24151,ANT222769,386,AKASA SPA,chervera@insecap.cl,21/03/2025,45000,45000,2,0
24152,ANT222770,386,AKASA SPA,chervera@insecap.cl,21/03/2025,45000,45000,2,0
24153,ANT222772-1,386,AKASA SPA,chervera@insecap.cl,21/03/2025,45000,45000,2,0
24129,ANT222773-4,259,MPM,chervera@insecap.cl,22/03/2025,605000,605000,2,0
24144,CAL222774-1,421,CONSTRUCTORA BAICAL,chervera@insecap.cl,22/03/2025,370700,370700,2,0
24126,CAL222777-1,246,METSO,mcarvajal@insecap.cl,21/03/2025,28000,28000,1,0
24127,CAL222780-1,246,METSO,mcarvajal@insecap.cl,25/03/2025,75000,75000,2,0
24145,CAL222782-4,835,CONSTRUCTORA GMT LTDA,chervera@insecap.cl,21/03/2025,790100,790100,2,0
24146,CAL222783-2,835,CONSTRUCTORA GMT LTDA,chervera@insecap.cl,21/03/2025,800000,800000,2,0
24147,CAL222784-2,835,CONSTRUCTORA GMT LTDA,chervera@insecap.cl,21/03/2025,1111111,1111111,1,0
24148,CAL222785-1,835,CONSTRUCTORA GMT LTDA,chervera@insecap.cl,21/03/2025,1000000,1000000,1,0
24149,CAL222786-2,835,CONSTRUCTORA GMT LTDA,chervera@insecap.cl,21/03/2025,800000,800000,2,0
24134,ANT222789-3,259,MPM,chervera@insecap.cl,24/03/2025,1306000,1306000,2,0
24136,ANT222791-1,259,MPM,chervera@insecap.cl,23/03/2025,516000,516000,2,0
24135,ANT222792,259,MPM,chervera@insecap.cl,22/03/2025,566000,566000,2,0
24270,ANT222794-2,926,VOLTA. SPA,mcarvajal@insecap.cl,31/03/2025,362001,362001,2,0
24138,CAL222807,282,Syncore Montajes Industriales,chervera@insecap.cl,22/03/2025,40000,40000,1,0
24139,CAL222808-1,282,Syncore Montajes Industriales,chervera@insecap.cl,22/03/2025,112000,112000,1,0
24140,ANT222809-1,282,Syncore Montajes Industriales,chervera@insecap.cl,22/03/2025,84000,84000,1,0
24141,ANT222810-1,282,Syncore Montajes Industriales,chervera@insecap.cl,22/03/2025,84000,84000,1,0
24142,ANT222811-1,282,Syncore Montajes Industriales,chervera@insecap.cl,22/03/2025,56000,56000,1,0
24165,ANT222812-1,223,KOMATSU CHILE S.A,chervera@insecap.cl,26/03/2025,530200,530200,2,0
24157,CAL222813,565,Emin,mcarvajal@insecap.cl,24/03/2025,120000,120000,2,0
24160,CAL222814-1,565,Emin,mcarvajal@insecap.cl,01/01/2025,80000,80000,6,0
24159,CAL222816-1,548,Metso Industrial Services SpA,mcarvajal@insecap.cl,24/03/2025,160000,160000,2,0
24161,CAL222824-5,259,MPM,chervera@insecap.cl,24/03/2025,900000,900000,2,0
24258,CAL222827-3,246,METSO,mcarvajal@insecap.cl,27/03/2025,812000,812000,2,0
24259,CAL222828-1,246,METSO,mcarvajal@insecap.cl,27/03/2025,56000,56000,2,0
24195,CAL222829-3,246,METSO,mcarvajal@insecap.cl,25/03/2025,70000,70000,2,0
24194,CAL222830-2,246,METSO,mcarvajal@insecap.cl,25/03/2025,70000,70000,2,0
24164,CAL222832-1,273,PARTICULAR,mcarvajal@insecap.cl,24/03/2025,120000,120000,2,0
24166,ADI222833,591,Insecap Capacitación,wcarvajal@insecap.cl,24/03/2025,0,0,1,0
24255,ANT222836-2,930,WORLD CLASS,chervera@insecap.cl,27/03/2025,45000,45000,2,0
24167,ADI222835,591,Insecap Capacitación,wcarvajal@insecap.cl,24/03/2025,0,0,1,0
24232,ANT222839,1023,MAXIMETAL SPA,chervera@insecap.cl,26/03/2025,120000,120000,2,0
24242,CAL222841,226,KOMATSU CHILE S.A,mcarvajal@insecap.cl,27/03/2025,446000,446000,1,0
24203,CAL222840-1,834,TTM CHILE S.A.,chervera@insecap.cl,27/03/2025,394609,394609,1,0
24170,ADI222842-1,591,Insecap Capacitación,wcarvajal@insecap.cl,26/03/2025,0,0,1,0
24244,CAL222844-1,226,KOMATSU CHILE S.A,mcarvajal@insecap.cl,27/03/2025,75000,75000,1,0
24180,ANT222845-3,421,CONSTRUCTORA BAICAL,chervera@insecap.cl,25/03/2025,303500,303500,2,0
24178,ANT222846-2,421,CONSTRUCTORA BAICAL,chervera@insecap.cl,25/03/2025,305500,305500,2,0
24179,ANT222847-1,421,CONSTRUCTORA BAICAL,chervera@insecap.cl,25/03/2025,303500,303500,2,0
24172,CAL222849-2,964,FLUITEK MARCO SPA,mcarvajal@insecap.cl,25/03/2025,423438,423438,2,0
24173,CAL222853-1,934,EPIROC CHILE,kriquelme@insecap.cl,27/03/2025,344000,344000,2,0
24174,ANT222855-1,418,Inversiones Farias y Farias SPA,chervera@insecap.cl,25/03/2025,120000,120000,2,0
24175,ANT222856-1,418,Inversiones Farias y Farias SPA,chervera@insecap.cl,25/03/2025,120000,120000,2,0
24176,ANT222857-1,418,Inversiones Farias y Farias SPA,chervera@insecap.cl,25/03/2025,120000,120000,2,0
24177,ANT222858-1,418,Inversiones Farias y Farias SPA,chervera@insecap.cl,25/03/2025,120000,120000,2,0
24184,SPD222860-2,739,SIERRA GORDA  SCM,chervera@insecap.cl,26/03/2025,541000,541000,1,0
24185,SPD222861,739,SIERRA GORDA  SCM,chervera@insecap.cl,26/03/2025,510500,510500,1,0
24186,SPD222862,739,SIERRA GORDA  SCM,chervera@insecap.cl,26/03/2025,510000,510000,1,0
24190,CAL222863-1,246,METSO,mcarvajal@insecap.cl,25/03/2025,75000,75000,2,0
24187,SPD222864-1,739,SIERRA GORDA  SCM,chervera@insecap.cl,27/03/2025,513500,513500,1,0
24192,ANT222875-3,131,CONTITECH CHILE S.A,mcarvajal@insecap.cl,25/03/2025,420000,420000,2,0
24223,CAL222881,856,CONSORCIO VOB,mcarvajal@insecap.cl,29/03/2025,347500,347500,2,0
24221,CAL222882,856,CONSORCIO VOB,mcarvajal@insecap.cl,28/03/2025,342833,342833,2,0
24224,CAL222883,856,CONSORCIO VOB,mcarvajal@insecap.cl,29/03/2025,319000,319000,2,0
24222,CAL222884,856,CONSORCIO VOB,mcarvajal@insecap.cl,28/03/2025,326000,326000,2,0
24225,CAL222885-1,856,CONSORCIO VOB,mcarvajal@insecap.cl,31/03/2025,345000,345000,2,0
24214,ANT222886-2,386,AKASA SPA,chervera@insecap.cl,26/03/2025,180000,180000,2,0
24210,ANT222887-1,386,AKASA SPA,chervera@insecap.cl,26/03/2025,45000,45000,2,0
24211,ANT222888,386,AKASA SPA,chervera@insecap.cl,26/03/2025,45000,45000,2,0
24212,ANT222889-1,386,AKASA SPA,chervera@insecap.cl,26/03/2025,45000,45000,2,0
24213,ANT222891-1,386,AKASA SPA,chervera@insecap.cl,26/03/2025,45000,45000,4,0
24196,CAL222900-2,259,MPM,chervera@insecap.cl,26/03/2025,3420000,3420000,2,0
24234,ANT222901,240,MB INGENIERIA,chervera@insecap.cl,26/03/2025,60000,60000,2,0
24200,ANT222902-4,259,MPM,chervera@insecap.cl,27/03/2025,335500,335500,2,0
24198,ANT222903-1,259,MPM,chervera@insecap.cl,26/03/2025,335500,335500,2,0
24197,ANT222904-1,259,MPM,chervera@insecap.cl,26/03/2025,335500,335500,2,0
24199,ANT222905-1,259,MPM,chervera@insecap.cl,27/03/2025,335500,335500,2,0
24201,ANT222906-1,259,MPM,chervera@insecap.cl,28/03/2025,335500,335500,2,0
24251,ANT222908-1,1569,Arrigoni Ingeniería y Construcción S.A.,projas@insecap.cl,28/03/2025,397143,397143,2,0
24215,ANT222917-2,412,THIESS CHILE SPA,chervera@insecap.cl,28/03/2025,359700,359700,2,0
24217,ANT222931,1092,AMECO CHILE S.A,mcarvajal@insecap.cl,27/03/2025,240000,240000,1,0
24243,CAL222932-4,494,VECCHIOLA,chervera@insecap.cl,27/03/2025,391400,391400,2,0
24218,ANT222933,1092,AMECO CHILE S.A,mcarvajal@insecap.cl,27/03/2025,240000,240000,1,0
24219,ANT222934-1,1092,AMECO CHILE S.A,mcarvajal@insecap.cl,27/03/2025,360000,360000,1,0
24240,ANT222935-2,533,DL&C,chervera@insecap.cl,27/03/2025,1575000,1575000,2,0
24239,ANT222936-1,533,DL&C,chervera@insecap.cl,27/03/2025,1840000,1840000,2,0
24238,ANT222947-1,418,Inversiones Farias y Farias SPA,chervera@insecap.cl,27/03/2025,170000,170000,2,0
24263,CAL222970-1,200,ICV,chervera@insecap.cl,29/03/2025,360000,360000,3,1
24262,ANT222980,533,DL&C,chervera@insecap.cl,27/03/2025,80000,80000,2,0
24252,ANT222981,1092,AMECO CHILE S.A,mcarvajal@insecap.cl,28/03/2025,120000,120000,1,0
24253,CAL222983-3,259,MPM,chervera@insecap.cl,28/03/2025,974330,974330,2,0
24254,SPD222984-2,739,SIERRA GORDA  SCM,chervera@insecap.cl,28/03/2025,511000,511000,1,0
24256,ANT222987-1,1092,AMECO CHILE S.A,mcarvajal@insecap.cl,28/03/2025,120000,120000,2,0
24257,ANT222988-1,1092,AMECO CHILE S.A,mcarvajal@insecap.cl,28/03/2025,120000,120000,3,0
24260,SPD222993,739,SIERRA GORDA  SCM,chervera@insecap.cl,29/03/2025,541000,541000,1,0
24261,SPD222994-1,739,SIERRA GORDA  SCM,chervera@insecap.cl,31/03/2025,509500,509500,1,0
24266,CAL222995,317,SK INDUSTRIAL S.A,mcarvajal@insecap.cl,28/03/2025,28000,28000,2,0
24279,CAL223006-7,753,FAM AMERICA LATINA MAQUINARIAS LIMITADA,chervera@insecap.cl,28/03/2025,250000,250000,1,0
24280,CAL223008-5,753,FAM AMERICA LATINA MAQUINARIAS LIMITADA,chervera@insecap.cl,28/03/2025,186000,186000,1,0
24283,ANT223010-2,259,MPM,chervera@insecap.cl,29/03/2025,981000,981000,2,0
24284,ANT223011-2,259,MPM,chervera@insecap.cl,30/03/2025,841000,841000,2,0
24282,ANT223016,386,AKASA SPA,chervera@insecap.cl,28/03/2025,45000,45000,2,0
24292,CAL223023-2,282,Syncore Montajes Industriales,chervera@insecap.cl,28/03/2025,784000,784000,1,0
24293,ANT223024-2,282,Syncore Montajes Industriales,chervera@insecap.cl,28/03/2025,644000,644000,1,0
24294,CAL223025-1,282,Syncore Montajes Industriales,chervera@insecap.cl,28/03/2025,40000,40000,1,0
24295,CAL223027-2,282,Syncore Montajes Industriales,chervera@insecap.cl,28/03/2025,140000,140000,1,0
24296,ANT223028-3,282,Syncore Montajes Industriales,chervera@insecap.cl,28/03/2025,672000,672000,1,0
24297,ANT223029-2,282,Syncore Montajes Industriales,chervera@insecap.cl,28/03/2025,560000,560000,1,0
24305,SPD223045-1,739,SIERRA GORDA  SCM,chervera@insecap.cl,31/03/2025,493500,493500,1,0
24510,ADI223340,246,METSO,kriquelme@insecap.cl,20/03/2025,150000,150000,2,0
24511,ADI223341,246,METSO,kriquelme@insecap.cl,19/03/2025,300000,300000,2,0
24514,CAL223351-1,282,Syncore Montajes Industriales,kriquelme@insecap.cl,20/03/2025,112000,112000,2,0
24515,CAL223359-2,282,Syncore Montajes Industriales,kriquelme@insecap.cl,28/03/2025,640000,640000,1,0
24550,CAL223425-1,282,Syncore Montajes Industriales,kriquelme@insecap.cl,31/03/2025,952000,952000,2,0
25173,ADI225333-1,246,METSO,mcarvajal@insecap.cl,17/03/2025,300000,300000,2,0
25216,ADI225405,548,Metso Industrial Services SpA,kriquelme@insecap.cl,17/03/2025,300000,300000,2,0
13431,CAL192588-1,802,RADIOSKY,sriquelme@insecap.cl,12/08/2023,504000,504000,2,0
13231,ANT193222-4,697,ALBEMARLE LIMITADA,kriquelme@insecap.cl,18/08/2023,2016000,2016000,2,0
11746,CAL194277-4,226,KOMATSU CHILE S.A,kriquelme@insecap.cl,30/08/2023,1750000,1750000,2,0
12806,ANT195777-1,1072,ALMAR WATER SERVICIOS CHILE SPA,kriquelme@insecap.cl,05/07/2023,350000,350000,3,1
12957,CAL196233-5,246,METSO,kriquelme@insecap.cl,27/07/2023,1100000,1100000,2,0
11747,CAL196244-1,226,KOMATSU CHILE S.A,kriquelme@insecap.cl,30/08/2023,1625000,1625000,2,0
12571,ANT196285,226,KOMATSU CHILE S.A,chervera@insecap.cl,03/07/2023,595000,595000,3,1
12633,ANT196296-8,797,MIES EMPRESA DE SERVICIOS INDUSTRIALES LIMITADA,chervera@insecap.cl,01/07/2023,701500,701500,6,1
13770,ANT196536-2,1037,PRM,chervera@insecap.cl,05/09/2023,1356600,1356600,3,1
13926,CAL196666-4,962,COSTELLA PROYECTOS S.A.,nroblero@insecap.cl,06/09/2023,450000,450000,2,0
13580,CAL196667-8,962,COSTELLA PROYECTOS S.A.,nroblero@insecap.cl,16/08/2023,300000,300000,2,0
13577,CAL196668-14,962,COSTELLA PROYECTOS S.A.,nroblero@insecap.cl,16/08/2023,617598,617598,2,0
13303,ANT196711-4,1087,CMPC PULP SPA,nroblero@insecap.cl,03/08/2023,840000,840000,3,1
12520,ANT196785-5,340,TECNOLOGIAS COBRA LIMITADA,kriquelme@insecap.cl,08/07/2023,350001,350000,2,0
12147,CAL196833-1,683,Minera Lomas Bayas,chervera@insecap.cl,05/07/2023,678000,678000,2,0
12148,CAL196834-1,683,Minera Lomas Bayas,chervera@insecap.cl,06/07/2023,678000,678000,2,0
12149,CAL196836,683,Minera Lomas Bayas,chervera@insecap.cl,05/07/2023,678000,0,4,0
12150,CAL196837,683,Minera Lomas Bayas,chervera@insecap.cl,06/07/2023,678000,0,2,0
12151,CAL196838,683,Minera Lomas Bayas,chervera@insecap.cl,19/07/2023,678000,0,2,0
12152,CAL196839,683,Minera Lomas Bayas,chervera@insecap.cl,20/07/2023,677999,0,2,0
12153,CAL196840-1,683,Minera Lomas Bayas,chervera@insecap.cl,14/09/2023,678000,678000,2,0
12154,CAL196841-1,683,Minera Lomas Bayas,chervera@insecap.cl,28/09/2023,678000,678000,2,0
12155,CAL196842,683,Minera Lomas Bayas,chervera@insecap.cl,19/07/2023,1078000,0,2,0
12156,CAL196843,683,Minera Lomas Bayas,chervera@insecap.cl,02/08/2023,1078000,0,2,0
12157,CAL196844,683,Minera Lomas Bayas,chervera@insecap.cl,16/08/2023,1078002,1078002,2,0
12158,CAL196845,683,Minera Lomas Bayas,chervera@insecap.cl,16/08/2023,1428000,1428000,2,0
12159,CAL196846-1,683,Minera Lomas Bayas,chervera@insecap.cl,30/08/2023,1428000,1428000,2,0
12160,CAL196847-2,683,Minera Lomas Bayas,chervera@insecap.cl,27/09/2023,1428000,1428000,2,0
