idComercializacion,EstadoComercializacion,Fecha
15933,1,01/02/2024
15931,0,09/01/2024
15931,1,18/01/2024
15932,0,09/01/2024
15932,0,18/01/2024
15932,1,18/01/2024
15932,1,18/01/2024
15949,0,10/01/2024
15949,1,13/02/2024
16001,0,12/01/2024
16001,1,04/03/2024
15939,0,10/01/2024
15939,1,27/02/2024
15938,0,10/01/2024
15938,1,27/02/2024
15940,0,10/01/2024
15940,1,08/05/2024
15944,0,10/01/2024
15944,1,12/01/2024
15945,0,10/01/2024
15945,0,29/04/2024
15945,1,29/04/2024
15945,1,29/04/2024
15946,0,10/01/2024
15946,1,27/02/2024
15948,0,10/01/2024
15948,1,25/01/2024
15993,0,11/01/2024
15993,1,15/03/2024
15994,0,11/01/2024
15994,1,06/03/2024
15950,0,10/01/2024
15950,1,04/03/2024
16133,0,18/01/2024
16133,1,23/02/2024
16134,0,18/01/2024
16134,1,22/04/2024
16134,1,22/04/2024
16134,3,29/02/2024
16109,0,17/01/2024
16109,1,22/04/2024
16109,3,29/02/2024
15954,0,10/01/2024
15954,1,06/03/2024
15956,0,10/01/2024
15956,1,06/03/2024
15957,0,10/01/2024
15957,1,17/01/2024
15955,0,10/01/2024
15955,1,29/04/2024
15959,0,10/01/2024
15959,2,14/02/2024
15996,0,11/01/2024
15996,1,08/03/2024
15990,0,11/01/2024
15990,1,12/01/2024
16520,0,13/02/2024
16520,1,27/02/2024
15968,0,11/01/2024
15968,1,26/02/2024
15977,0,11/01/2024
15977,1,26/02/2024
15976,0,11/01/2024
15976,1,26/02/2024
15974,0,11/01/2024
15974,1,26/02/2024
15973,0,11/01/2024
15973,1,26/02/2024
15972,0,11/01/2024
15972,1,26/02/2024
15971,0,11/01/2024
15971,1,26/02/2024
15970,0,11/01/2024
15970,1,26/02/2024
15978,0,11/01/2024
15978,1,26/02/2024
15960,0,10/01/2024
15960,1,27/02/2024
15961,0,10/01/2024
15961,1,27/02/2024
15980,0,11/01/2024
15980,1,29/02/2024
15981,0,11/01/2024
15981,1,26/01/2024
16010,0,12/01/2024
16010,1,28/02/2024
16012,0,12/01/2024
16012,1,07/02/2024
15967,0,11/01/2024
15967,1,15/03/2024
15969,0,11/01/2024
15969,1,15/03/2024
15982,0,11/01/2024
15982,1,08/04/2024
15982,3,04/03/2024
15983,0,11/01/2024
15983,0,04/03/2024
15983,1,04/03/2024
15983,1,08/04/2024
15983,3,04/03/2024
15984,0,11/01/2024
15984,1,08/04/2024
15984,3,04/03/2024
15985,0,11/01/2024
15985,0,25/03/2024
15985,1,25/03/2024
15985,1,08/04/2024
15985,3,25/03/2024
15988,0,11/01/2024
15988,1,08/04/2024
15988,3,13/03/2024
15987,0,11/01/2024
15987,1,08/04/2024
15999,0,11/01/2024
15999,1,13/03/2024
15986,0,11/01/2024
15986,1,27/02/2024
15989,0,11/01/2024
15989,1,27/02/2024
15991,0,11/01/2024
15991,1,25/01/2024
15992,0,11/01/2024
15992,1,25/01/2024
16461,0,09/02/2024
16461,1,13/03/2024
16082,0,16/01/2024
16082,1,25/01/2024
16083,0,16/01/2024
16083,1,25/01/2024
16002,0,12/01/2024
16002,1,29/01/2024
16183,0,22/01/2024
16183,1,06/02/2024
15997,0,11/01/2024
15997,1,17/01/2024
16000,0,12/01/2024
16000,1,27/02/2024
16061,0,16/01/2024
16061,1,24/01/2024
16062,0,16/01/2024
16062,1,24/01/2024
16063,0,16/01/2024
16063,1,17/01/2024
16064,0,16/01/2024
16064,1,17/01/2024
16003,0,12/01/2024
16003,1,01/02/2024
16004,0,12/01/2024
16004,1,26/01/2024
16005,0,12/01/2024
16005,1,26/01/2024
16065,0,16/01/2024
16065,1,24/01/2024
16007,0,12/01/2024
16007,1,30/01/2024
16008,0,12/01/2024
16008,1,26/01/2024
16009,0,12/01/2024
16009,1,26/01/2024
16006,0,12/01/2024
16006,1,16/01/2024
16014,0,12/01/2024
16014,1,13/02/2024
16016,0,12/01/2024
16016,1,18/01/2024
16031,0,15/01/2024
16031,1,20/03/2024
16017,0,12/01/2024
16017,1,18/01/2024
16032,0,15/01/2024
16032,1,13/03/2024
16015,0,12/01/2024
16015,1,18/01/2024
16015,1,18/01/2024
16015,1,18/01/2024
16018,0,12/01/2024
16018,1,18/01/2024
16019,0,12/01/2024
16019,1,18/01/2024
16011,0,12/01/2024
16011,1,20/02/2024
16024,0,12/01/2024
16024,1,21/01/2024
16013,0,12/01/2024
16013,1,20/02/2024
16020,0,12/01/2024
16020,1,27/02/2024
16021,0,12/01/2024
16021,1,12/04/2024
16022,0,12/01/2024
16022,1,27/02/2024
16023,0,12/01/2024
16023,1,27/02/2024
16025,0,12/01/2024
16025,1,27/02/2024
16026,0,12/01/2024
16026,1,27/02/2024
16028,0,12/01/2024
16028,1,27/02/2024
16027,0,12/01/2024
16027,1,27/02/2024
16029,0,12/01/2024
16029,1,27/02/2024
16029,1,27/02/2024
16030,0,12/01/2024
16030,1,27/02/2024
16218,0,24/01/2024
16218,1,28/03/2024
16218,3,12/03/2024
16036,0,15/01/2024
16036,1,24/01/2024
16040,0,15/01/2024
16040,1,23/02/2024
16092,0,16/01/2024
16092,1,23/01/2024
16037,0,15/01/2024
16037,1,13/02/2024
16038,0,15/01/2024
16038,1,17/01/2024
16039,0,15/01/2024
16039,1,13/02/2024
16050,0,15/01/2024
16050,1,09/02/2024
16066,0,16/01/2024
16066,1,22/02/2024
16041,0,15/01/2024
16041,1,21/01/2024
16042,0,15/01/2024
16042,1,05/02/2024
16043,0,15/01/2024
16043,1,20/03/2024
16044,0,15/01/2024
16044,1,20/03/2024
16046,0,15/01/2024
16046,1,19/01/2024
16048,0,15/01/2024
16048,1,16/02/2024
16045,0,15/01/2024
16045,1,22/03/2024
16049,0,15/01/2024
16049,1,16/02/2024
16088,0,16/01/2024
16088,1,16/02/2024
16047,0,15/01/2024
16047,2,19/01/2024
16058,0,16/01/2024
16058,1,26/01/2024
16057,0,16/01/2024
16057,1,26/01/2024
16059,0,16/01/2024
16059,1,26/01/2024
16067,0,16/01/2024
16067,1,25/01/2024
16114,0,17/01/2024
16114,2,23/01/2024
16108,0,17/01/2024
16108,1,26/01/2024
16051,0,15/01/2024
16051,0,19/01/2024
16051,1,19/01/2024
16051,1,25/01/2024
16052,0,15/01/2024
16052,0,19/01/2024
16052,1,19/01/2024
16052,1,19/01/2024
16053,0,15/01/2024
16053,1,19/01/2024
16054,0,15/01/2024
16054,1,27/02/2024
16055,0,15/01/2024
16055,1,27/02/2024
16056,0,15/01/2024
16056,1,27/02/2024
16060,0,16/01/2024
16060,1,05/03/2024
16085,0,16/01/2024
16085,1,24/05/2024
16120,0,18/01/2024
16120,1,02/02/2024
16135,0,18/01/2024
16135,1,01/02/2024
16136,0,18/01/2024
16136,1,01/02/2024
16475,0,12/02/2024
16475,1,09/05/2024
16070,0,16/01/2024
16070,1,29/01/2024
16107,0,17/01/2024
16107,1,25/01/2024
16068,0,16/01/2024
16068,1,17/01/2024
16073,0,16/01/2024
16073,1,22/03/2024
16072,0,16/01/2024
16072,1,22/03/2024
16115,0,17/01/2024
16115,1,04/03/2024
16116,0,17/01/2024
16116,1,04/03/2024
16074,0,16/01/2024
16074,1,22/03/2024
16084,0,16/01/2024
16084,1,22/01/2024
16081,0,16/01/2024
16081,1,20/03/2024
16101,0,17/01/2024
16101,1,22/01/2024
16076,0,16/01/2024
16076,1,15/03/2024
16077,0,16/01/2024
16077,1,15/03/2024
16078,0,16/01/2024
16078,1,15/03/2024
16079,0,16/01/2024
16079,1,15/03/2024
16080,0,16/01/2024
16080,1,15/03/2024
16089,0,16/01/2024
16089,1,31/01/2024
16075,0,16/01/2024
16075,1,15/03/2024
16086,0,16/01/2024
16086,1,27/02/2024
16087,0,16/01/2024
16087,1,27/02/2024
16117,0,17/01/2024
16117,1,29/01/2024
16093,0,17/01/2024
16093,1,06/02/2024
16094,0,17/01/2024
16094,1,06/02/2024
16095,0,17/01/2024
16095,1,06/02/2024
16096,0,17/01/2024
16096,1,06/02/2024
16097,0,17/01/2024
16097,0,24/01/2024
16097,1,24/01/2024
16097,1,06/02/2024
16098,0,17/01/2024
16098,1,06/02/2024
16099,0,17/01/2024
16099,1,16/02/2024
16128,0,18/01/2024
16128,1,26/01/2024
16129,0,18/01/2024
16129,1,26/01/2024
16130,0,18/01/2024
16130,1,07/02/2024
16102,0,17/01/2024
16102,1,12/03/2024
16102,1,12/03/2024
16119,0,17/01/2024
16119,1,29/02/2024
16103,0,17/01/2024
16103,1,27/02/2024
16104,0,17/01/2024
16104,1,27/02/2024
16105,0,17/01/2024
16105,1,21/02/2024
16113,0,17/01/2024
16113,1,14/05/2024
16112,0,17/01/2024
16112,1,24/01/2024
16127,0,18/01/2024
16127,1,01/02/2024
16111,0,17/01/2024
16111,1,26/01/2024
16111,1,26/01/2024
16110,0,17/01/2024
16110,1,12/03/2024
16158,0,19/01/2024
16158,1,29/01/2024
16159,0,19/01/2024
16159,1,29/01/2024
16236,0,25/01/2024
16236,1,13/02/2024
16225,0,24/01/2024
16225,1,08/02/2024
16121,0,18/01/2024
16121,1,28/03/2024
16122,0,18/01/2024
16122,1,13/02/2024
16123,0,18/01/2024
16123,1,13/02/2024
16138,0,18/01/2024
16138,1,13/03/2024
16124,0,18/01/2024
16124,1,02/04/2024
16131,0,18/01/2024
16131,1,04/03/2024
16151,0,19/01/2024
16151,1,24/01/2024
16325,0,01/02/2024
16325,1,28/02/2024
16150,0,19/01/2024
16150,1,13/05/2024
16137,0,18/01/2024
16137,1,11/03/2024
16427,0,08/02/2024
16427,1,19/04/2024
16621,0,20/02/2024
16621,1,13/03/2024
16623,0,20/02/2024
16623,1,22/03/2024
16141,0,18/01/2024
16141,1,02/04/2024
16142,0,18/01/2024
16142,1,02/04/2024
16142,1,02/04/2024
16145,0,18/01/2024
16145,1,02/04/2024
16144,0,18/01/2024
16144,1,02/04/2024
16143,0,18/01/2024
16143,1,02/04/2024
16139,0,18/01/2024
16139,1,31/05/2024
16140,0,18/01/2024
16140,1,30/04/2024
16193,0,23/01/2024
16193,1,17/05/2024
16157,0,19/01/2024
16157,1,25/01/2024
16156,0,19/01/2024
16156,1,25/01/2024
16146,0,18/01/2024
16146,1,13/03/2024
16147,0,18/01/2024
16147,1,20/03/2024
16148,0,18/01/2024
16148,1,13/03/2024
16149,0,19/01/2024
16149,1,22/03/2024
16152,0,19/01/2024
16152,1,25/01/2024
16155,0,19/01/2024
16155,1,29/01/2024
16161,0,19/01/2024
16161,1,24/01/2024
16160,0,19/01/2024
16160,1,24/01/2024
16162,0,19/01/2024
16162,1,24/01/2024
16163,0,19/01/2024
16163,1,24/01/2024
16172,0,21/01/2024
16172,1,25/01/2024
16166,0,19/01/2024
16166,1,13/02/2024
16165,0,19/01/2024
16165,1,13/02/2024
16164,0,19/01/2024
16164,1,13/02/2024
16168,0,19/01/2024
16168,1,28/02/2024
16169,0,19/01/2024
16169,1,28/02/2024
16170,0,19/01/2024
16170,1,28/02/2024
16171,0,19/01/2024
16171,1,28/02/2024
16173,0,21/01/2024
16173,1,26/03/2024
16174,0,22/01/2024
16174,1,16/02/2024
16175,0,22/01/2024
16175,1,16/02/2024
16176,0,22/01/2024
16176,1,29/02/2024
16178,0,22/01/2024
16178,1,05/03/2024
16179,0,22/01/2024
16179,1,18/03/2024
16177,0,22/01/2024
16177,1,06/02/2024
16180,0,22/01/2024
16180,1,02/04/2024
16199,0,23/01/2024
16199,1,29/02/2024
16181,0,22/01/2024
16181,1,12/06/2024
16209,0,23/01/2024
16209,1,29/01/2024
16588,0,19/02/2024
16588,1,03/04/2024
16587,0,19/02/2024
16587,1,03/04/2024
16586,0,19/02/2024
16586,1,03/04/2024
16611,0,20/02/2024
16611,1,03/04/2024
16190,0,22/01/2024
16190,1,26/01/2024
16182,0,22/01/2024
16182,1,30/01/2024
16182,1,30/01/2024
16195,0,23/01/2024
16195,1,27/02/2024
16196,0,23/01/2024
16196,1,26/02/2024
16198,0,23/01/2024
16198,1,26/02/2024
16185,0,22/01/2024
16185,1,29/01/2024
16184,0,22/01/2024
16184,1,27/03/2024
16192,0,23/01/2024
16192,1,25/01/2024
16192,1,26/02/2024
16191,0,23/01/2024
16191,1,25/01/2024
16246,0,25/01/2024
16246,1,16/04/2024
16186,0,22/01/2024
16186,1,06/02/2024
16187,0,22/01/2024
16187,1,26/01/2024
16188,0,22/01/2024
16188,1,29/02/2024
16189,0,22/01/2024
16189,1,22/03/2024
16214,0,24/01/2024
16214,1,05/04/2024
16215,0,24/01/2024
16215,1,05/04/2024
16223,0,24/01/2024
16223,1,08/02/2024
16194,0,23/01/2024
16194,1,17/05/2024
16217,0,24/01/2024
16217,1,05/04/2024
16207,0,23/01/2024
16207,1,30/01/2024
16197,0,23/01/2024
16197,1,26/02/2024
16202,0,23/01/2024
16202,1,13/02/2024
16206,0,23/01/2024
16206,1,13/02/2024
16203,0,23/01/2024
16203,1,01/02/2024
16205,0,23/01/2024
16205,1,15/04/2024
16208,0,23/01/2024
16208,0,27/05/2024
16208,1,22/05/2024
16208,1,30/05/2024
16204,0,23/01/2024
16204,1,29/02/2024
16252,0,26/01/2024
16252,1,12/02/2024
16253,0,26/01/2024
16253,1,12/02/2024
16298,0,31/01/2024
16298,1,04/03/2024
16210,0,24/01/2024
16210,1,06/02/2024
16212,0,24/01/2024
16212,1,06/02/2024
16211,0,24/01/2024
16211,1,26/03/2024
16216,0,24/01/2024
16216,1,26/03/2024
16221,0,24/01/2024
16221,1,23/02/2024
16220,0,24/01/2024
16220,1,12/02/2024
16219,0,24/01/2024
16219,1,04/03/2024
16633,0,21/02/2024
16633,2,08/07/2024
16222,0,24/01/2024
16222,1,16/02/2024
16312,0,01/02/2024
16312,1,21/02/2024
16241,0,25/01/2024
16241,1,06/02/2024
16224,0,24/01/2024
16224,1,15/04/2024
16226,0,24/01/2024
16226,1,26/03/2024
16321,0,01/02/2024
16321,0,21/02/2024
16321,0,13/03/2024
16321,1,20/02/2024
16321,1,13/03/2024
16321,1,27/03/2024
16227,0,24/01/2024
16227,1,22/03/2024
16652,0,22/02/2024
16652,1,14/03/2024
16371,0,05/02/2024
16371,1,01/04/2024
16372,0,05/02/2024
16372,1,01/04/2024
16373,0,05/02/2024
16373,1,01/04/2024
16374,0,05/02/2024
16374,1,01/04/2024
16375,0,05/02/2024
16375,1,01/04/2024
16379,0,05/02/2024
16379,1,01/04/2024
16376,0,05/02/2024
16376,1,01/04/2024
16377,0,05/02/2024
16377,1,01/04/2024
16228,0,25/01/2024
16228,1,26/03/2024
16229,0,25/01/2024
16229,1,12/06/2024
16233,0,25/01/2024
16233,1,23/02/2024
16243,0,25/01/2024
16243,1,16/02/2024
16244,0,25/01/2024
16244,1,16/02/2024
16231,0,25/01/2024
16231,1,25/04/2024
16235,0,25/01/2024
16235,0,21/02/2024
16235,0,13/03/2024
16235,1,20/02/2024
16235,1,13/03/2024
16235,1,27/03/2024
16232,0,25/01/2024
16232,1,26/01/2024
16238,0,25/01/2024
16238,1,07/02/2024
16239,0,25/01/2024
16239,1,26/03/2024
16250,0,26/01/2024
16250,1,13/02/2024
16240,0,25/01/2024
16240,1,26/03/2024
16237,0,25/01/2024
16237,1,26/03/2024
16234,0,25/01/2024
16234,1,16/02/2024
16245,0,25/01/2024
16245,1,13/02/2024
16271,0,29/01/2024
16271,1,18/03/2024
16338,0,02/02/2024
16338,1,27/02/2024
16257,0,26/01/2024
16257,1,21/02/2024
16247,0,26/01/2024
16247,1,26/03/2024
16248,0,26/01/2024
16248,0,26/01/2024
16248,2,26/01/2024
16248,2,26/01/2024
16249,0,26/01/2024
16249,2,26/01/2024
16260,0,26/01/2024
16260,1,01/02/2024
16251,0,26/01/2024
16251,1,21/02/2024
16251,1,21/02/2024
16254,0,26/01/2024
16254,1,21/02/2024
16255,0,26/01/2024
16255,1,21/02/2024
16256,0,26/01/2024
16256,1,21/02/2024
16258,0,26/01/2024
16258,1,21/02/2024
16259,0,26/01/2024
16259,1,21/02/2024
16262,0,26/01/2024
16262,1,31/01/2024
16279,0,30/01/2024
16279,1,06/02/2024
16279,1,06/02/2024
16291,0,30/01/2024
16291,1,15/02/2024
16261,0,26/01/2024
16261,1,22/03/2024
16290,0,30/01/2024
16290,1,12/02/2024
16289,0,30/01/2024
16289,1,12/02/2024
16288,0,30/01/2024
16288,1,06/02/2024
16263,0,26/01/2024
16263,1,29/02/2024
16264,0,26/01/2024
16264,1,27/03/2024
16265,0,26/01/2024
16265,2,26/01/2024
16266,0,26/01/2024
16266,1,27/03/2024
16267,0,29/01/2024
16267,2,05/03/2024
16268,0,29/01/2024
16268,1,31/01/2024
16269,0,29/01/2024
16269,0,05/02/2024
16269,1,02/02/2024
16269,1,13/02/2024
16270,0,29/01/2024
16270,1,13/02/2024
16273,0,29/01/2024
16273,1,31/01/2024
16815,0,04/03/2024
16815,1,23/04/2024
16415,0,07/02/2024
16415,1,19/02/2024
16274,0,29/01/2024
16274,1,26/02/2024
16311,0,01/02/2024
16311,1,22/02/2024
16421,0,07/02/2024
16421,1,06/03/2024
16275,0,30/01/2024
16275,1,13/02/2024
16280,0,30/01/2024
16280,0,08/02/2024
16280,1,08/02/2024
16280,6,08/02/2024
16411,0,07/02/2024
16411,0,09/02/2024
16411,1,08/02/2024
16411,1,13/03/2024
16277,0,30/01/2024
16277,1,22/03/2024
16278,0,30/01/2024
16278,0,26/03/2024
16278,1,27/03/2024
16278,3,25/03/2024
16278,3,26/03/2024
16276,0,30/01/2024
16276,2,31/01/2024
16324,0,01/02/2024
16324,1,12/02/2024
16903,0,08/03/2024
16493,0,13/02/2024
16493,1,23/02/2024
16320,0,01/02/2024
16320,1,07/02/2024
16319,0,01/02/2024
16319,1,07/02/2024
16294,0,31/01/2024
16294,1,26/02/2024
16285,0,30/01/2024
16285,1,08/02/2024
16284,0,30/01/2024
16284,1,23/02/2024
16283,0,30/01/2024
16283,1,08/02/2024
16282,0,30/01/2024
16282,1,13/02/2024
16281,0,30/01/2024
16281,1,08/02/2024
16286,0,30/01/2024
16286,1,14/02/2024
16287,0,30/01/2024
16287,1,22/03/2024
16292,0,30/01/2024
16292,1,22/03/2024
16293,0,31/01/2024
16293,1,01/02/2024
16295,0,31/01/2024
16295,1,14/05/2024
16300,0,31/01/2024
16300,1,15/04/2024
16297,0,31/01/2024
16297,1,04/03/2024
16316,0,01/02/2024
16316,1,15/04/2024
16296,0,31/01/2024
16296,1,26/03/2024
16299,0,31/01/2024
16299,1,02/02/2024
16811,0,04/03/2024
16811,1,23/04/2024
16303,0,31/01/2024
16303,1,26/03/2024
16302,0,31/01/2024
16302,1,26/03/2024
16304,0,31/01/2024
16304,1,26/03/2024
16305,0,31/01/2024
16305,0,05/02/2024
16305,0,13/02/2024
16305,1,02/02/2024
16305,1,13/02/2024
16305,1,28/02/2024
16306,0,31/01/2024
16306,1,08/02/2024
16307,0,31/01/2024
16307,1,08/02/2024
16308,0,31/01/2024
16308,1,08/02/2024
16309,0,31/01/2024
16309,1,08/02/2024
16310,0,31/01/2024
16310,1,04/03/2024
16410,0,06/02/2024
16410,1,05/03/2024
16317,0,01/02/2024
16317,1,26/02/2024
16331,0,01/02/2024
16331,1,25/03/2024
16649,0,22/02/2024
16649,1,27/02/2024
16313,0,01/02/2024
16313,1,26/03/2024
16314,0,01/02/2024
16314,1,21/02/2024
16315,0,01/02/2024
16315,1,22/03/2024
16347,0,02/02/2024
16347,1,15/04/2024
16367,0,05/02/2024
16367,1,25/03/2024
16368,0,05/02/2024
16368,1,25/03/2024
16369,0,05/02/2024
16369,1,25/03/2024
16330,0,01/02/2024
16330,1,16/02/2024
16339,0,02/02/2024
16339,1,26/02/2024
16318,0,01/02/2024
16318,1,01/03/2024
16323,0,01/02/2024
16323,1,14/05/2024
16322,0,01/02/2024
16322,0,13/03/2024
16322,1,13/03/2024
16322,1,27/03/2024
16579,0,19/02/2024
16579,1,23/02/2024
16328,0,01/02/2024
16328,1,22/03/2024
16327,0,01/02/2024
16327,1,22/03/2024
16326,0,01/02/2024
16326,1,22/03/2024
16329,0,01/02/2024
16329,1,06/02/2024
16404,0,06/02/2024
16404,1,22/02/2024
16404,3,19/02/2024
16332,0,01/02/2024
16332,1,16/02/2024
16345,0,02/02/2024
16345,0,26/03/2024
16345,1,27/03/2024
16345,1,27/03/2024
16345,3,25/03/2024
16345,3,26/03/2024
16336,0,02/02/2024
16336,1,22/03/2024
16333,0,01/02/2024
16333,1,22/03/2024
16334,0,02/02/2024
16334,1,14/02/2024
16335,0,02/02/2024
16335,1,14/02/2024
16337,0,02/02/2024
16337,1,29/02/2024
16393,0,06/02/2024
16393,0,13/03/2024
16393,1,13/03/2024
16393,1,28/03/2024
16340,0,02/02/2024
16340,1,26/02/2024
16341,0,02/02/2024
16341,1,26/02/2024
16343,0,02/02/2024
16343,1,26/02/2024
16342,0,02/02/2024
16342,1,26/02/2024
16344,0,02/02/2024
16344,1,26/02/2024
16399,0,06/02/2024
16399,1,07/02/2024
16346,0,02/02/2024
16346,1,07/02/2024
16348,0,02/02/2024
16348,1,07/02/2024
16349,0,02/02/2024
16349,1,29/04/2024
16350,0,02/02/2024
16350,0,15/04/2024
16350,1,08/05/2024
16350,2,27/02/2024
16351,0,02/02/2024
16351,1,09/02/2024
16352,0,02/02/2024
16352,1,09/02/2024
16353,0,03/02/2024
16353,1,19/03/2024
16359,0,03/02/2024
16359,1,19/03/2024
16358,0,03/02/2024
16358,1,19/03/2024
16356,0,03/02/2024
16356,1,19/03/2024
16357,0,03/02/2024
16357,1,19/03/2024
16354,0,03/02/2024
16354,1,19/03/2024
16355,0,03/02/2024
16355,1,19/03/2024
16360,0,03/02/2024
16360,1,19/03/2024
16361,0,03/02/2024
16361,1,06/02/2024
16362,0,04/02/2024
16362,0,13/02/2024
16362,2,12/02/2024
16362,6,19/02/2024
16363,0,04/02/2024
16363,1,09/02/2024
16364,0,04/02/2024
16364,1,12/02/2024
16365,0,04/02/2024
16365,1,12/02/2024
16366,0,04/02/2024
16366,2,12/02/2024
16370,0,05/02/2024
16370,1,21/02/2024
16370,1,21/02/2024
16378,0,05/02/2024
16378,1,14/05/2024
16380,0,05/02/2024
16380,1,07/05/2024
16380,1,07/05/2024
16423,0,07/02/2024
16423,1,13/02/2024
16381,0,05/02/2024
16381,1,23/04/2024
16383,0,05/02/2024
16383,1,02/04/2024
16384,0,05/02/2024
16384,1,05/03/2024
16384,1,05/03/2024
16637,0,21/02/2024
16637,1,28/02/2024
16396,0,06/02/2024
16396,1,09/02/2024
16405,0,06/02/2024
16405,1,13/02/2024
16385,0,05/02/2024
16385,1,21/02/2024
16385,1,21/02/2024
16386,0,05/02/2024
16386,1,26/03/2024
16387,0,05/02/2024
16387,1,04/04/2024
16388,0,05/02/2024
16388,1,14/05/2024
16389,0,06/02/2024
16389,1,04/04/2024
16390,0,06/02/2024
16390,1,04/04/2024
16394,0,06/02/2024
16394,1,14/02/2024
16391,0,06/02/2024
16391,2,07/02/2024
16392,0,06/02/2024
16392,1,10/04/2024
16424,0,07/02/2024
16424,1,19/02/2024
16395,0,06/02/2024
16395,1,25/03/2024
16600,0,19/02/2024
16600,1,21/02/2024
16408,0,06/02/2024
16408,1,14/02/2024
16401,0,06/02/2024
16401,0,14/02/2024
16401,0,19/02/2024
16401,1,14/02/2024
16401,1,22/04/2024
16401,3,13/02/2024
16401,3,19/02/2024
16397,0,06/02/2024
16397,1,09/02/2024
16398,0,06/02/2024
16398,1,09/02/2024
16400,0,06/02/2024
16400,1,25/03/2024
16409,0,06/02/2024
16409,1,15/03/2024
16799,0,04/03/2024
16799,1,02/04/2024
16403,0,06/02/2024
16403,1,13/03/2024
16403,1,13/03/2024
16810,0,04/03/2024
16810,1,15/03/2024
16407,0,06/02/2024
16407,1,22/03/2024
16406,0,06/02/2024
16406,1,13/02/2024
16416,0,07/02/2024
16416,1,25/03/2024
16417,0,07/02/2024
16417,1,25/03/2024
16426,0,08/02/2024
16426,1,20/02/2024
16412,0,07/02/2024
16412,1,27/03/2024
16412,1,27/03/2024
16413,0,07/02/2024
16413,1,27/03/2024
16414,0,07/02/2024
16414,1,27/03/2024
16439,0,08/02/2024
16439,1,14/02/2024
16420,0,07/02/2024
16420,1,17/04/2024
16419,0,07/02/2024
16419,1,17/04/2024
16422,0,07/02/2024
16422,1,19/03/2024
16683,0,23/02/2024
16683,1,15/03/2024
17129,0,21/03/2024
17129,1,27/03/2024
16434,0,08/02/2024
16434,1,12/02/2024
16638,0,21/02/2024
16638,2,22/03/2024
16638,6,29/02/2024
16425,0,07/02/2024
16425,1,13/02/2024
16431,0,08/02/2024
16431,1,22/04/2024
16527,0,13/02/2024
16527,1,05/03/2024
16428,0,08/02/2024
16428,1,13/02/2024
16735,0,28/02/2024
16735,1,15/03/2024
16736,0,28/02/2024
16736,1,15/03/2024
16430,0,08/02/2024
16430,1,18/03/2024
16570,0,16/02/2024
16570,1,21/02/2024
16570,1,21/02/2024
16448,0,09/02/2024
16448,0,07/03/2024
16448,1,07/03/2024
16448,1,28/03/2024
16448,3,07/03/2024
16437,0,08/02/2024
16437,1,14/02/2024
16438,0,08/02/2024
16438,1,19/02/2024
16438,1,19/02/2024
16432,0,08/02/2024
16432,1,15/03/2024
16433,0,08/02/2024
16433,1,16/02/2024
16435,0,08/02/2024
16435,1,13/02/2024
16511,0,13/02/2024
16511,0,20/02/2024
16511,1,14/05/2024
16511,2,14/02/2024
16436,0,08/02/2024
16436,1,04/03/2024
16464,0,09/02/2024
16464,1,19/02/2024
16441,0,08/02/2024
16441,1,13/02/2024
16440,0,08/02/2024
16440,1,19/02/2024
16442,0,08/02/2024
16442,1,19/02/2024
16443,0,08/02/2024
16443,1,13/02/2024
16444,0,08/02/2024
16444,1,13/02/2024
16449,0,09/02/2024
16449,1,28/03/2024
16449,3,14/03/2024
16447,0,09/02/2024
16447,1,15/03/2024
16445,0,08/02/2024
16445,1,15/04/2024
16446,0,08/02/2024
16446,1,22/03/2024
16454,0,09/02/2024
16454,1,13/02/2024
16452,0,09/02/2024
16452,1,13/02/2024
16450,0,09/02/2024
16450,1,13/02/2024
16470,0,09/02/2024
16470,0,14/02/2024
16470,1,14/02/2024
16470,1,05/03/2024
16451,0,09/02/2024
16451,1,22/03/2024
16453,0,09/02/2024
16453,1,22/03/2024
16455,0,09/02/2024
16455,1,13/02/2024
16507,0,13/02/2024
16507,1,20/03/2024
16508,0,13/02/2024
16508,1,15/03/2024
16456,0,09/02/2024
16456,1,22/03/2024
16463,0,09/02/2024
16463,1,12/03/2024
16457,0,09/02/2024
16457,1,04/04/2024
16458,0,09/02/2024
16458,1,04/04/2024
16460,0,09/02/2024
16460,1,22/03/2024
16459,0,09/02/2024
16459,1,04/04/2024
16476,0,12/02/2024
16476,1,19/03/2024
16462,0,09/02/2024
16462,1,23/02/2024
16487,0,12/02/2024
16487,1,19/02/2024
16485,0,12/02/2024
16485,1,19/02/2024
16471,0,09/02/2024
16471,1,13/02/2024
16820,0,04/03/2024
16820,1,03/04/2024
16465,0,09/02/2024
16465,1,29/02/2024
16466,0,09/02/2024
16466,1,29/02/2024
16469,0,09/02/2024
16469,1,29/02/2024
16959,0,12/03/2024
16959,1,15/04/2024
16472,0,12/02/2024
16472,2,12/02/2024
16473,0,12/02/2024
16473,2,15/02/2024
16474,0,12/02/2024
16474,1,26/02/2024
16564,0,16/02/2024
16564,1,26/02/2024
16477,0,12/02/2024
16477,1,22/04/2024
16478,0,12/02/2024
16478,1,22/04/2024
16479,0,12/02/2024
16479,1,22/04/2024
16481,0,12/02/2024
16481,0,27/02/2024
16481,1,27/02/2024
16481,1,05/03/2024
16480,0,12/02/2024
16480,1,22/04/2024
16533,0,14/02/2024
